.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,
#,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,
#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,
.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,#,#,.,.,.,.,
.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,.,#,.,#,#,.,.,
.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,
.,.,#,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,
#,.,#,.,.,.,.,#,.,#,.,#,#,.,.,#,#,#,.,.,.,.,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,
.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,.,#,.,
#,#,.,.,#,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,
.,#,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,
.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,#,.,.,.,
.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,.,
.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,#,.,.,
.,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,.,#,#,.,#,#,#,.,.,.,.,.,#,
.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,
#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,.,#,#,.,.,.,
#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,#,#,.,
#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,
.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,
.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,#,
.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,.,.,.,#,#,#,
.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,
.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,#,#,.,
.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,
#,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,.,.,.,#,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,
.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,
#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,
#,.,#,#,#,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,
.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,
#,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,
.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,
#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,#,.,.,.,#,
.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,
.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,
.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,.,#,#,.,.,#,#,
.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,
#,.,.,#,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,
.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,
#,.,.,.,.,.,.,.,#,#,.,.,.,#,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,
.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,.,
#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,.,#,.,#,.,.,.,.,#,.,.,.,.,#,
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,
#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,
#,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,
.,.,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,
.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,
.,#,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,
.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,
.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,
.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,
.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,
.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,
.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,
.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,
.,#,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,
.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,
.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,
.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,
.,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,
.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,
#,#,.,.,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,
.,#,#,.,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,
.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,#,.,#,#,.,.,.,.,.,.,.,.,
.,.,.,#,.,.,.,.,.,.,.,.,#,#,#,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,#,.,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,#,
#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,
.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,#,.,
.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,
.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,#,#,.,.,.,.,
.,.,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,#,.,.,#,#,
.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,
#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,#,.,#,.,
.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,#,#,.,#,.,.,.,.,.,.,.,.,.,
#,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,#,#,#,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,
.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,#,#,.,.,.,.,.,.,.,.,#,.,.,.,.,
